GeneID	Fitted.with.Significant.Coefficients	Fitted.with.Significant.Coefficients.No.Limma
ENSG00000170322	-0.0776343	-0.0970429
ENSG00000170325	1.2267639	3.2402633
ENSG00000170340	-0.0776343	-0.0970429
ENSG00000170348	-0.0776343	-0.0970429
ENSG00000170369	-1.7170169	-0.9553187
ENSG00000170373	-1.6911235	-0.9945445
ENSG00000170379	-1.8202383	-0.7758379
ENSG00000170385	0.0941242	1.6835917
ENSG00000170390	-0.2060272	-0.2575340
ENSG00000170412	-3.0853360	-2.3528081
ENSG00000170417	-1.8237634	-0.3966103
ENSG00000170421	-2.8953265	-1.9509699
ENSG00000170425	1.7026006	3.8264458
ENSG00000170430	-0.2060272	-0.2575340
ENSG00000170454	-0.6655545	-0.8319431
ENSG00000170458	-12.3304507	-13.6128291
ENSG00000170465	-3.4715578	-1.9389230
ENSG00000170468	-1.3860797	0.0000000
ENSG00000170471	-0.0776343	-0.0970429
ENSG00000170502	-0.0776343	-0.0970429
ENSG00000170509	-1.8006744	-0.9845198
ENSG00000170522	-0.5857157	-0.7321446
ENSG00000170558	-0.2060272	-0.2575340
ENSG00000170579	-0.2060272	-0.2575340
ENSG00000170584	-0.0776343	-0.0970429
ENSG00000170624	-3.3872236	-2.2494427
ENSG00000170629	-3.4485419	-2.5095982
ENSG00000170633	-0.0776343	-0.0970429
ENSG00000170634	-4.4018754	-3.3921802
ENSG00000170667	-1.8809465	-0.8518205
ENSG00000170677	1.2326289	3.2407314
ENSG00000170703	-2.8298428	-1.7643018
ENSG00000170759	0.4988428	2.1395320
ENSG00000170788	-1.3860797	0.0000000
ENSG00000170801	-4.9883542	-4.4529502
ENSG00000170819	-1.7837166	-1.0107223
ENSG00000170836	-0.0776343	-0.0970429
ENSG00000170881	-0.0776343	-0.0970429
ENSG00000170890	-1.3860797	0.0000000
ENSG00000170903	1.0890314	3.0647133
ENSG00000170909	-1.7368736	-0.8475450
ENSG00000170919	-2.8760411	-1.8223941
ENSG00000170927	-1.7067702	-1.0153282
ENSG00000170941	-1.3860797	0.0000000
ENSG00000170954	-2.9926585	-2.0556741
ENSG00000170959	-1.3860797	0.0000000
ENSG00000170961	-1.1208950	-1.4011188
ENSG00000170962	-0.2060272	-0.2575340
ENSG00000170965	-1.3860797	0.0000000
ENSG00000170989	-1.7246698	-0.8086353
ENSG00000171056	-1.4617507	-1.8271883
ENSG00000171094	-2.9156688	-1.9716807
ENSG00000171097	-0.0776343	-0.0970429
ENSG00000171129	-1.3860797	0.0000000
ENSG00000171132	-0.2060272	-0.2575340
ENSG00000171135	-0.0776343	-0.0970429
ENSG00000171150	-0.0776343	-0.0970429
ENSG00000171155	-0.0776343	-0.0970429
ENSG00000171204	-0.0776343	-0.0970429
ENSG00000171206	-0.0776343	-0.0970429
ENSG00000171208	1.2831290	3.3032550
ENSG00000171224	-1.7181261	-0.8832426
ENSG00000171227	-3.8343441	-3.2346586
ENSG00000171234	-1.8508492	-0.8972787
ENSG00000171241	-0.6202309	0.9050545
ENSG00000171243	-1.6479420	-0.9763511
ENSG00000171295	-0.0776343	-0.0970429
ENSG00000171302	-0.0776343	-0.0970429
ENSG00000171303	-1.8058300	-0.9349170
ENSG00000171307	1.1102573	3.0896959
ENSG00000171310	-3.9547028	-2.8749050
ENSG00000171314	1.1244000	3.1071329
ENSG00000171320	-1.0156071	0.4592398
ENSG00000171346	-2.5507702	-3.1884628
ENSG00000171385	-1.7605797	-0.8911660
ENSG00000171403	-0.6655545	-0.8319431
ENSG00000171462	-1.9043524	-0.9012882
ENSG00000171467	1.0775440	3.0494311
ENSG00000171471	0.1708633	1.7705691
ENSG00000171476	-7.1310124	-7.0735465
ENSG00000171502	-2.9531487	-1.9840302
ENSG00000171530	-1.9895234	-0.4920190
ENSG00000171596	-1.8167026	-0.9275148
ENSG00000171608	0.4194366	2.0858648
ENSG00000171612	0.1216014	1.7071506
ENSG00000171617	0.3871136	2.0370613
ENSG00000171649	-0.0776343	-0.0970429
ENSG00000171657	-14.3971816	-16.2068064
ENSG00000171659	-1.3860797	0.0000000
ENSG00000171714	1.0467381	3.2468587
ENSG00000171723	-0.2060272	-0.2575340
ENSG00000171777	-1.9844548	-1.0229767
ENSG00000171812	-1.7102505	-0.8867294
ENSG00000171813	-1.3860797	0.0000000
ENSG00000171819	-4.7082305	-4.5494350
ENSG00000171840	-4.5884705	-3.8200326
ENSG00000171848	0.5095371	2.1511470
ENSG00000171885	-1.3860797	0.0000000
ENSG00000171928	-0.0776343	-0.0970429
ENSG00000171940	0.0611901	1.6420554
ENSG00000171951	-1.1571143	-1.4463929
ENSG00000171962	-1.9213718	-0.4568078
ENSG00000171984	-2.9771405	-1.8198208
ENSG00000171992	-1.1245113	-1.4056391
ENSG00000172006	-3.1367805	-2.0050285
ENSG00000172058	-1.3860797	0.0000000
ENSG00000172059	-0.0776343	-0.0970429
ENSG00000172061	-7.8034229	-7.9571589
ENSG00000172071	-0.0776343	-0.0970429
ENSG00000172159	-1.1147786	-1.3934732
ENSG00000172164	-3.6778888	-2.5200148
ENSG00000172175	1.1910600	3.1892838
ENSG00000172215	-1.6983603	-0.8183873
ENSG00000172216	0.3267797	1.9470648
ENSG00000172239	-0.0776343	-0.0970429
ENSG00000172243	-0.0776343	-0.0970429
ENSG00000172260	-4.0367300	-3.0816475
ENSG00000172264	-3.4766641	-2.4964450
ENSG00000172348	-3.5826599	-2.6521181
ENSG00000172382	-3.2452338	-2.5104797
ENSG00000172403	-1.7504822	-0.8784987
ENSG00000172456	-4.1731332	-3.1324962
ENSG00000172458	0.4305610	2.0844916
ENSG00000172466	-0.0776343	-0.0970429
ENSG00000172469	0.1122215	1.7148266
ENSG00000172543	-3.3060035	-2.4790214
ENSG00000172548	-3.8298198	-3.3579844
ENSG00000172575	-1.7269413	-0.8378602
ENSG00000172578	-2.6792087	-1.6241384
ENSG00000172586	-0.0776343	-0.0970429
ENSG00000172667	0.0469001	1.6256585
ENSG00000172687	-3.0735055	-1.9309991
ENSG00000172716	-3.1622627	-2.4299223
ENSG00000172771	-1.8710159	-0.9435377
ENSG00000172794	-1.7327804	-0.9070885
ENSG00000172803	-0.0776343	-0.0970429
ENSG00000172817	-3.0547760	-2.1763647
ENSG00000172828	-1.7812548	-0.9779824
ENSG00000172845	-0.0776343	-0.0970429
ENSG00000172867	-0.6655545	-0.8319431
ENSG00000172878	-1.8682762	-0.4198191
ENSG00000172915	-0.2060272	-0.2575340
ENSG00000172927	-0.2060272	-0.2575340
ENSG00000172935	-1.7646006	-0.7879554
ENSG00000172939	0.0065100	1.5732004
ENSG00000172965	-0.2060272	-0.2575340
ENSG00000172974	-1.6048635	-0.5120747
ENSG00000173011	-0.0776343	-0.0970429
ENSG00000173077	-1.8235727	-0.9894496
ENSG00000173085	-0.0776343	-0.0970429
ENSG00000173110	-1.0872667	-1.3590833
ENSG00000173145	-0.0776343	-0.0970429
ENSG00000173156	-1.1780601	-1.4725751
ENSG00000173163	-1.9801640	-0.4981489
ENSG00000173166	1.1340481	3.1190274
ENSG00000173198	-4.4368622	-3.6931775
ENSG00000173200	-1.8558062	-0.4173814
ENSG00000173207	-0.0776343	-0.0970429
ENSG00000173212	-1.9466337	-0.9378056
ENSG00000173213	-1.3860797	0.0000000
ENSG00000173218	0.0741222	1.6638580
ENSG00000173221	-0.0776343	-0.0970429
ENSG00000173227	-1.3860797	0.0000000
ENSG00000173253	-1.7741868	-0.8271112
ENSG00000173258	-1.9577657	-0.4857058
ENSG00000173261	-1.3860797	0.0000000
ENSG00000173262	-0.2060272	-0.2575340
ENSG00000173269	-1.5789165	-0.8302865
ENSG00000173276	0.4184169	2.0536425
ENSG00000173295	-3.4248727	-2.3175458
ENSG00000173320	-3.1376094	-3.9220118
ENSG00000173369	-24.0838749	-30.1048436
ENSG00000173372	-30.7165769	-36.1761441
ENSG00000173376	-1.3860797	0.0000000
ENSG00000173402	-0.0776343	-0.0970429
ENSG00000173432	-1.6413812	-0.9581484
ENSG00000173456	-0.0776343	-0.0970429
ENSG00000173473	-0.0776343	-0.0970429
ENSG00000173482	-0.2060272	-0.2575340
ENSG00000173530	8.0144654	11.4834112
ENSG00000173614	-1.8532130	-0.4220005
ENSG00000173692	1.0693967	1.3367458
ENSG00000173698	-1.8422777	-0.8961628
ENSG00000173727	-1.3860797	0.0000000
ENSG00000173744	-1.3860797	0.0000000
ENSG00000173762	-1.3860797	0.0000000
ENSG00000173801	-2.7336867	-3.4171083
ENSG00000173805	-1.8911329	-0.9396430
ENSG00000173809	-3.0189782	-2.1502961
ENSG00000173811	-1.8176591	-0.8004009
ENSG00000173818	-2.7448869	-1.7321838
ENSG00000173848	0.0795899	1.6658912
ENSG00000173898	-0.2060272	-0.2575340
ENSG00000173926	-0.2060272	-0.2575340
ENSG00000173950	-3.1132071	-1.9577068
ENSG00000174010	0.4066226	2.0490302
ENSG00000174013	-0.0776343	-0.0970429
ENSG00000174028	0.4434938	1.9552544
ENSG00000174032	-0.0776343	-0.0970429
ENSG00000174059	-19.6743553	-22.7226254
ENSG00000174083	-1.7630320	-0.8494347
ENSG00000174099	-0.2060272	-0.2575340
ENSG00000174100	-0.0776343	-0.0970429
ENSG00000174111	0.5829141	2.2496304
ENSG00000174151	-0.0776343	-0.0970429
ENSG00000174156	-1.3860797	0.0000000
ENSG00000174173	-0.0776343	-0.0970429
ENSG00000174194	-3.2758316	-2.2451683
ENSG00000174197	-0.0776343	-0.0970429
ENSG00000174238	-0.0776343	-0.0970429
ENSG00000174282	-0.0776343	-0.0970429
ENSG00000174327	1.5600067	3.6552618
ENSG00000174332	-1.8585239	-0.9086342
ENSG00000174348	-1.4995700	-1.0261351
ENSG00000174353	-3.9051715	-2.8543242
ENSG00000174368	-2.8006645	-1.9551853
ENSG00000174370	1.5764873	3.6859699
ENSG00000174403	-1.3860797	0.0000000
ENSG00000174405	1.1061440	3.0872005
ENSG00000174428	-0.0776343	-0.0970429
ENSG00000174437	-0.0776343	-0.0970429
ENSG00000174456	1.0732564	1.3415705
ENSG00000174498	-1.3860797	0.0000000
ENSG00000174564	-1.7404314	-2.1755392
ENSG00000174579	-0.0776343	-0.0970429
ENSG00000174595	-1.7448643	-0.9369788
ENSG00000174600	-1.7741975	-0.7890602
ENSG00000174628	-3.2961392	-2.1487701
ENSG00000174640	-0.6655545	-0.8319431
ENSG00000174695	-0.0776343	-0.0970429
ENSG00000174738	-0.0776343	-0.0970429
ENSG00000174740	-0.0776343	-0.0970429
ENSG00000174748	0.4141839	2.0315560
ENSG00000174749	-0.0776343	-0.0970429
ENSG00000174780	-0.0776343	-0.0970429
ENSG00000174792	-1.9972827	-1.1476637
ENSG00000174807	-11.9864752	-13.1661354
ENSG00000174827	-1.3860797	0.0000000
ENSG00000174840	1.1976499	3.1974153
ENSG00000174891	-3.6699415	-2.5898186
ENSG00000174912	-1.3860797	0.0000000
ENSG00000174914	-1.3860797	0.0000000
ENSG00000174963	-1.8367304	-1.0593981
ENSG00000175040	1.2852335	3.0867885
ENSG00000175048	-3.4133429	-2.2493280
ENSG00000175073	-0.0776343	-0.0970429
ENSG00000175106	-2.8456475	-1.8827965
ENSG00000175110	-0.0776343	-0.0970429
ENSG00000175161	-1.3860797	0.0000000
ENSG00000175166	-0.0776343	-0.0970429
ENSG00000175170	-1.8953462	-0.8961013
ENSG00000175198	-3.4710718	-2.3295462
ENSG00000175215	-0.0776343	-0.0970429
ENSG00000175216	-0.0776343	-0.0970429
ENSG00000175262	-1.8693639	-0.7896599
ENSG00000175265	-2.9049946	-2.0002008
ENSG00000175274	0.6847843	2.3951065
ENSG00000175283	-0.0776343	-0.0970429
ENSG00000175318	-1.8339680	-0.9212823
ENSG00000175322	-0.2060272	-0.2575340
ENSG00000175348	-0.0776343	-0.0970429
ENSG00000175387	-0.0776343	-0.0970429
ENSG00000175390	-0.0776343	-0.0970429
ENSG00000175497	-1.1687870	-1.4609838
ENSG00000175505	-0.3301591	-0.4126989
ENSG00000175556	-0.0142088	1.6701913
ENSG00000175567	-1.1561857	-1.4452321
ENSG00000175591	-1.6609502	-0.9469752
ENSG00000175592	1.0067392	2.7358054
ENSG00000175600	-3.5837797	-2.4782418
ENSG00000175602	-1.3860797	0.0000000
ENSG00000175611	-0.2060272	-0.2575340
ENSG00000175643	1.3236840	3.3531613
ENSG00000175662	-0.2060272	-0.2575340
ENSG00000175711	1.0820880	1.3526100
ENSG00000175785	-1.3860797	0.0000000
ENSG00000175787	1.0701877	1.3377346
ENSG00000175793	-5.7522641	-5.9968464
ENSG00000175806	-4.2084045	-3.1452101
ENSG00000175874	-3.1417287	-2.0261474
ENSG00000175911	-1.8386282	-0.7966148
ENSG00000175920	-1.7864478	-0.9409486
ENSG00000175928	0.6028545	2.6900666
ENSG00000175984	-3.4584040	-2.3721052
ENSG00000176014	1.2030577	3.2040785
ENSG00000176022	1.0482966	3.0132805
ENSG00000176046	-14.3566667	-16.0668038
ENSG00000176054	-1.3860797	0.0000000
ENSG00000176055	-0.0776343	-0.0970429
ENSG00000176092	-1.5803752	-1.0439781
ENSG00000176095	1.1297283	3.1137019
ENSG00000176148	-0.0776343	-0.0970429
ENSG00000176153	-3.3501182	-2.5721329
ENSG00000176155	-3.0683722	-2.0511737
ENSG00000176170	0.6507449	2.3485987
ENSG00000176171	0.3439873	1.9728460
ENSG00000176177	-0.2060272	-0.2575340
ENSG00000176194	-1.7464816	-0.9609886
ENSG00000176236	-1.3860797	0.0000000
ENSG00000176244	-1.3860797	0.0000000
ENSG00000176273	0.0457954	1.6293930
ENSG00000176305	-1.3860797	0.0000000
ENSG00000176320	-0.0776343	-0.0970429
ENSG00000176386	-0.0776343	-0.0970429
ENSG00000176390	-3.1372296	-2.0084361
ENSG00000176396	-0.0776343	-0.0970429
ENSG00000176402	-2.9037899	-2.0807658
ENSG00000176406	-0.2060272	-0.2575340
ENSG00000176438	-0.0776343	-0.0970429
ENSG00000176473	1.1362790	1.4203487
ENSG00000176533	-0.2060272	-0.2575340
ENSG00000176593	-1.8337450	-0.4027134
ENSG00000176597	0.4879661	2.1348277
ENSG00000176624	0.1895267	1.7838432
ENSG00000176641	-1.0959838	-1.3699797
ENSG00000176658	-0.2060272	-0.2575340
ENSG00000176681	-1.3860797	0.0000000
ENSG00000176723	-1.9711176	-0.4897159
ENSG00000176734	-1.3860797	0.0000000
ENSG00000176761	-1.3860797	0.0000000
ENSG00000176771	-3.8062748	-2.6853440
ENSG00000176809	-3.9197704	-2.9043789
ENSG00000176826	-4.5063174	-3.7121929
ENSG00000176853	-0.0776343	-0.0970429
ENSG00000176871	-0.0776343	-0.0970429
ENSG00000176887	-0.6983106	1.1105537
ENSG00000176919	-1.7646122	-0.7794995
ENSG00000176920	-3.0268876	-2.1246925
ENSG00000176927	-1.8914428	-0.4424815
ENSG00000176928	-1.3860797	0.0000000
ENSG00000176945	-1.7141224	-2.1426530
ENSG00000176971	-1.6807580	-0.8637737
ENSG00000176973	-1.3860797	0.0000000
ENSG00000176986	-0.0776343	-0.0970429
ENSG00000176994	0.6984047	2.3937275
ENSG00000177025	-1.3860797	0.0000000
ENSG00000177181	-1.3860797	0.0000000
ENSG00000177182	-2.3126147	-0.7098890
ENSG00000177191	-0.2060272	-0.2575340
ENSG00000177236	-0.2060272	-0.2575340
ENSG00000177283	-1.2292877	0.0058861
ENSG00000177350	-1.3860797	0.0000000
ENSG00000177359	-3.6655929	-2.6335635
ENSG00000177363	-1.0862503	-1.3578129
ENSG00000177406	-0.2060272	-0.2575340
ENSG00000177409	-1.3536429	-1.6920536
ENSG00000177425	-0.2060272	-0.2575340
ENSG00000177432	-0.0776343	-0.0970429
ENSG00000177453	-0.2060272	-0.2575340
ENSG00000177455	-1.7123111	-0.8357805
ENSG00000177464	-1.0480801	-1.3101002
ENSG00000177465	0.4314205	2.1055319
ENSG00000177485	-0.0776343	-0.0970429
ENSG00000177556	0.5941006	2.2961424
ENSG00000177575	-5.7535286	-5.9641385
ENSG00000177602	-0.4338310	1.1375244
ENSG00000177613	-0.0776343	-0.0970429
ENSG00000177663	-0.0776343	-0.0970429
ENSG00000177685	-1.1208802	-1.4011003
ENSG00000177694	-3.6497304	-2.5156427
ENSG00000177699	-1.3860797	0.0000000
ENSG00000177707	-0.3986692	1.1754849
ENSG00000177721	-1.6282392	-0.9295252
ENSG00000177738	-4.2596069	-3.8655051
ENSG00000177807	-1.5077854	-1.8847318
ENSG00000177822	-2.9135613	-1.9586789
ENSG00000177888	0.4900616	2.1372108
ENSG00000177889	-0.0529901	1.5058546
ENSG00000177932	-0.0776343	-0.0970429
ENSG00000177943	-1.8201877	-0.7812306
ENSG00000177971	-0.0776343	-0.0970429
ENSG00000177990	-2.9271532	-1.9131347
ENSG00000177993	-1.3860797	0.0000000
ENSG00000178031	-1.7549216	-1.0936966
ENSG00000178038	-1.2243973	-1.5304966
ENSG00000178105	-3.7552020	-2.6856948
ENSG00000178162	-1.1911181	-1.4888976
ENSG00000178163	-0.0776343	-0.0970429
ENSG00000178199	-1.7405482	-0.9838653
ENSG00000178222	-1.8765398	-1.1240538
ENSG00000178226	-2.7316740	-1.7516016
ENSG00000178234	-0.2060272	-0.2575340
ENSG00000178297	-1.9919991	-1.0081611
ENSG00000178363	-0.6655545	-0.8319431
ENSG00000178372	-3.3856293	-1.8773576
ENSG00000178404	-0.2060272	-0.2575340
ENSG00000178409	1.2808851	3.3111521
ENSG00000178429	-2.1452319	-1.1232523
ENSG00000178464	-1.5362662	-0.5059640
ENSG00000178502	-0.4203272	1.1654417
ENSG00000178538	-3.0114953	-3.7643692
ENSG00000178605	-0.0776343	-0.0970429
ENSG00000178636	-1.3860797	0.0000000
ENSG00000178665	-2.8015448	-1.8337434
ENSG00000178715	-1.7135154	-0.9101167
ENSG00000178726	0.8567780	2.5945754
ENSG00000178741	-0.0776343	-0.0970429
ENSG00000178803	-1.8754362	-0.9009782
ENSG00000178809	-1.4049234	-1.7561543
ENSG00000178826	-1.7502954	-0.8134150
ENSG00000178852	-0.2060272	-0.2575340
ENSG00000178878	-0.5464277	0.9292264
ENSG00000178882	-1.7438164	-0.8673545
ENSG00000178904	-0.0776343	-0.0970429
ENSG00000178934	-3.3120721	-4.1400901
ENSG00000178951	-0.0776343	-0.0970429
ENSG00000178966	1.3650886	3.4058550
ENSG00000178997	-1.3860797	0.0000000
ENSG00000178999	-0.0776343	-0.0970429
ENSG00000179044	-1.8635674	-0.7804360
ENSG00000179046	-3.3289367	-2.4517027
ENSG00000179111	1.3406959	3.6680543
ENSG00000179119	-0.0776343	-0.0970429
ENSG00000179242	-1.8283272	-0.8925731
ENSG00000179284	-1.8494637	-1.0772088
ENSG00000179344	-9.6196751	-9.7456475
ENSG00000179348	-1.3860797	0.0000000
ENSG00000179362	-0.2060272	-0.2575340
ENSG00000179388	5.6959602	8.6051751
ENSG00000179397	-1.9267480	-0.4594626
ENSG00000179399	-1.8737898	-0.9527020
ENSG00000179406	-15.1755507	-17.0155340
ENSG00000179409	-0.0776343	-0.0970429
ENSG00000179454	-0.0776343	-0.0970429
ENSG00000179467	-1.3860797	0.0000000
ENSG00000179477	-1.5605751	-1.0695924
ENSG00000179532	-2.6826004	-1.6649073
ENSG00000179583	-1.9868270	-0.4980724
ENSG00000179593	-1.3860797	0.0000000
ENSG00000179603	-1.3860797	0.0000000
ENSG00000179630	-0.0776343	-0.0970429
ENSG00000179698	-1.3860797	0.0000000
ENSG00000179715	-2.9175990	-2.0871226
ENSG00000179743	-0.2060272	-0.2575340
ENSG00000179750	0.2380857	1.8631166
ENSG00000179776	-3.0028684	-1.5563574
ENSG00000179818	-1.8447243	-0.4150592
ENSG00000179826	-3.2299470	-2.2937252
ENSG00000179833	-0.0776343	-0.0970429
ENSG00000179855	5.5004784	8.4162714
ENSG00000179859	-0.0776343	-0.0970429
ENSG00000179869	-2.0432695	-0.5370892
ENSG00000179899	-3.2905372	-2.1616914
ENSG00000179915	-1.3860797	0.0000000
ENSG00000179918	-0.0776343	-0.0970429
ENSG00000179935	-1.8886655	-0.8906801
ENSG00000179938	-1.3860797	0.0000000
ENSG00000179958	-0.0776343	-0.0970429
ENSG00000179965	1.0792099	3.0524934
ENSG00000180008	0.4036945	2.0485295
ENSG00000180011	0.4585635	2.0862978
ENSG00000180071	-1.3860797	0.0000000
ENSG00000180113	-1.9116277	-0.8683483
ENSG00000180139	-1.8705741	-2.3382176
ENSG00000180155	-0.2060272	-0.2575340
ENSG00000180228	-0.0776343	-0.0970429
ENSG00000180229	-1.1361411	-1.4201764
ENSG00000180251	-4.5841828	-3.9044898
ENSG00000180340	0.5451321	2.2483657
ENSG00000180346	-0.0776343	-0.0970429
ENSG00000180353	-25.0988343	-29.5600496
ENSG00000180370	-0.0776343	-0.0970429
ENSG00000180385	-3.6837245	-2.6089728
ENSG00000180389	-1.5742719	-0.9019491
ENSG00000180438	-1.6353809	-0.9350165
ENSG00000180481	-1.7870208	-0.8209298
ENSG00000180509	-2.8838997	-1.8371827
ENSG00000180530	0.6316699	2.3315104
ENSG00000180581	-1.3860797	0.0000000
ENSG00000180638	-1.8299005	-0.8529607
ENSG00000180712	-1.3860797	0.0000000
ENSG00000180776	0.5277067	2.2030044
ENSG00000180817	1.0445692	3.0086825
ENSG00000180822	1.1460766	1.4325958
ENSG00000180867	0.4985136	0.6231420
ENSG00000180884	1.1825001	3.1927650
ENSG00000180901	-0.0776343	-0.0970429
ENSG00000180917	-0.0776343	-0.0970429
ENSG00000180957	-0.0776343	-0.0970429
ENSG00000180964	-0.0776343	-0.0970429
ENSG00000180987	-1.3860797	0.0000000
ENSG00000181004	-0.0776343	-0.0970429
ENSG00000181016	-1.8056350	-0.8262999
ENSG00000181019	6.6853039	9.7507913
ENSG00000181031	-1.0622205	-1.3277757
ENSG00000181126	-0.2060272	-0.2575340
ENSG00000181240	-1.8981743	-0.9451070
ENSG00000181274	-1.3627024	-0.1027030
ENSG00000181284	0.2826004	1.9175913
ENSG00000181333	-1.7404287	-0.8661283
ENSG00000181355	-1.3860797	0.0000000
ENSG00000181404	-2.6277401	-1.6195916
ENSG00000181444	-1.6551807	-0.8951463
ENSG00000181458	-11.2713363	-12.1432890
ENSG00000181472	-0.0776343	-0.0970429
ENSG00000181524	-1.5781169	-0.8297188
ENSG00000181588	0.1423622	1.7489952
ENSG00000181617	-2.8379726	-3.5474658
ENSG00000181649	-0.0115615	1.6681221
ENSG00000181652	-1.1058087	-1.3822609
ENSG00000181666	-0.0776343	-0.0970429
ENSG00000181722	-0.2060272	-0.2575340
ENSG00000181744	-0.0776343	-0.0970429
ENSG00000181773	-0.0776343	-0.0970429
ENSG00000181788	-0.0776343	-0.0970429
ENSG00000181790	-3.6302223	-2.9558055
ENSG00000181798	-1.3860797	0.0000000
ENSG00000181804	-0.2060272	-0.2575340
ENSG00000181830	-0.0776343	-0.0970429
ENSG00000181852	-0.0776343	-0.0970429
ENSG00000181856	-2.8169238	-1.7522153
ENSG00000181896	-3.0341364	-1.8966014
ENSG00000181908	-1.3860797	0.0000000
ENSG00000181915	0.2020426	1.7971054
ENSG00000182010	-0.0776343	-0.0970429
ENSG00000182021	-1.7297165	-0.8212110
ENSG00000182093	-0.0776343	-0.0970429
ENSG00000182109	-3.0391437	-2.0807830
ENSG00000182150	0.7100618	2.3829508
ENSG00000182177	-1.8407547	-0.9275343
ENSG00000182183	-1.8445739	-0.8870004
ENSG00000182185	-3.1310303	-1.9815680
ENSG00000182197	-0.2060272	-0.2575340
ENSG00000182220	-0.0776343	-0.0970429
ENSG00000182247	-0.2060272	-0.2575340
ENSG00000182264	-1.3860797	0.0000000
ENSG00000182272	-1.3133159	-1.6416448
ENSG00000182324	-1.8636475	-0.7996116
ENSG00000182326	-6.3301172	-6.0902814
ENSG00000182372	-0.0776343	-0.0970429
ENSG00000182376	-1.3860797	0.0000000
ENSG00000182397	-1.3860797	0.0000000
ENSG00000182400	-0.0776343	-0.0970429
ENSG00000182404	-1.3860797	0.0000000
ENSG00000182463	-2.9823698	-1.8800478
ENSG00000182472	-2.9579814	-1.7930629
ENSG00000182481	0.6647506	2.3338330
ENSG00000182484	-2.6853535	-1.7420666
ENSG00000182492	-24.5678360	-28.1911279
ENSG00000182504	0.1465882	1.7530311
ENSG00000182545	-13.6103659	-14.9947776
ENSG00000182552	-0.0776343	-0.0970429
ENSG00000182578	-21.9384420	-25.5252708
ENSG00000182585	-1.6940839	-1.0117725
ENSG00000182586	-1.3860797	0.0000000
ENSG00000182600	-1.3429164	-1.6786455
ENSG00000182612	-1.0483578	-1.3104472
ENSG00000182621	-3.2436287	-2.3174602
ENSG00000182628	-0.0776343	-0.0970429
ENSG00000182632	-1.7432049	-0.9305067
ENSG00000182646	-1.3860797	0.0000000
ENSG00000182648	-1.0573130	-1.3216412
ENSG00000182700	-0.0776343	-0.0970429
ENSG00000182718	1.1850472	3.1818859
ENSG00000182732	-1.3860797	0.0000000
ENSG00000182771	-3.9713422	-3.2834050
ENSG00000182774	-0.2060272	-0.2575340
ENSG00000182816	0.3249922	2.4353632
ENSG00000182831	-0.0776343	-0.0970429
ENSG00000182841	-0.2060272	-0.2575340
ENSG00000182851	-1.3860797	0.0000000
ENSG00000182866	-3.8865596	-3.4593508
ENSG00000182873	-2.6622320	-1.6743830
ENSG00000182885	-1.7096536	-0.8431237
ENSG00000182916	0.9603389	3.3039312
ENSG00000182950	-1.8123586	-0.7824508
ENSG00000182983	-1.1064979	-1.3831224
ENSG00000182993	-2.2590793	-2.8238491
ENSG00000183018	-3.1568060	-2.1266845
ENSG00000183032	-6.8715920	-6.4349585
ENSG00000183049	-2.9289689	-1.8924101
ENSG00000183066	-5.8982204	-5.3416928
ENSG00000183067	-1.3860797	0.0000000
ENSG00000183072	-1.6848724	-0.9366285
ENSG00000183091	-2.8770904	-1.8002978
ENSG00000183098	-3.1093493	-2.1519580
ENSG00000183111	-1.2498258	-1.5622822
ENSG00000183117	-1.6792645	-1.1302438
ENSG00000183145	-1.9314879	-0.4613879
ENSG00000183160	-1.2507576	-1.5634470
ENSG00000183166	-0.2060272	-0.2575340
ENSG00000183199	-1.7146382	-0.8695034
ENSG00000183248	-1.7471233	-0.9333811
ENSG00000183273	-2.3320133	-0.6819559
ENSG00000183281	-3.3090571	-2.3778564
ENSG00000183283	-0.0776343	-0.0970429
ENSG00000183287	-1.8663008	-0.8442149
ENSG00000183298	-1.3860797	0.0000000
ENSG00000183308	-1.3860797	0.0000000
ENSG00000183309	-0.0776343	-0.0970429
ENSG00000183317	-1.8388645	-0.9784930
ENSG00000183323	-2.8898033	-1.8594559
ENSG00000183346	-1.3860797	0.0000000
ENSG00000183405	-2.2378030	-2.7972538
ENSG00000183426	-2.8279483	-1.9072296
ENSG00000183431	-0.0776343	-0.0970429
ENSG00000183475	-0.0776343	-0.0970429
ENSG00000183484	-1.7006492	-0.8804208
ENSG00000183495	-0.0776343	-0.0970429
ENSG00000183496	-0.0776343	-0.0970429
ENSG00000183530	-0.0776343	-0.0970429
ENSG00000183531	-0.6690675	-0.8363343
ENSG00000183569	-3.0888904	-1.9421810
ENSG00000183570	-0.2060272	-0.2575340
ENSG00000183578	-1.6726911	-0.9332704
ENSG00000183638	-1.3860797	0.0000000
ENSG00000183644	-1.3860797	0.0000000
ENSG00000183671	-1.8657998	-0.8428897
ENSG00000183674	-1.3218632	-0.0610705
ENSG00000183688	-1.3860797	0.0000000
ENSG00000183690	-1.3860797	0.0000000
ENSG00000183715	-1.9253514	-1.0881494
ENSG00000183722	-0.2060272	-0.2575340
ENSG00000183723	0.2041841	1.8111389
ENSG00000183735	-0.0776343	-0.0970429
ENSG00000183742	-1.9049142	-0.9758604
ENSG00000183760	2.5516183	3.1895229
