Gene ID	CI DESeq	CI NOISeq	CuffDiff	Limma	GeneSpring
ENSG00000232487	2.157580409	NA	NA	NA	NA
ENSG00000232490	2.23281458	NA	-7.37191	-5.722917648	NA
ENSG00000232498	NA	NA	NA	-4.672843824	NA
ENSG00000232499	NA	NA	NA	NA	NA
ENSG00000232518	2.193929132	NA	NA	NA	NA
ENSG00000232528	-2.587833783	NA	NA	NA	NA
ENSG00000232539	-5.945063377	NA	NA	NA	NA
ENSG00000232546	NA	NA	NA	NA	NA
ENSG00000232559	NA	NA	-2.01422	NA	-3.5887704
ENSG00000232564	NA	NA	NA	-6.472959893	NA
ENSG00000232573	NA	NA	NA	7.08322465	76.060745
ENSG00000232584	-2.830492882	NA	NA	NA	NA
ENSG00000232587	NA	NA	NA	-5.780159652	NA
ENSG00000232593	NA	NA	-3.62771	-3.262591555	NA
ENSG00000232600	NA	NA	-2.38186	-2.305106866	NA
ENSG00000232608	3.033709025	NA	NA	NA	NA
ENSG00000232611	-4.314728238	NA	NA	-6.009339768	NA
ENSG00000232613	NA	NA	NA	-2.790183716	NA
ENSG00000232627	3.228176279	NA	NA	NA	NA
ENSG00000232628	-5.90441447	NA	NA	-6.913055207	-6.478872
ENSG00000232629	-7.165325847	NA	-9.26533	-7.760768793	-79.476326
ENSG00000232633	-2.268531803	NA	NA	NA	NA
ENSG00000232637	NA	NA	-2.45761	-2.066878707	NA
ENSG00000232640	NA	NA	NA	-2.366785481	NA
ENSG00000232642	-2.384457246	NA	NA	NA	NA
ENSG00000232645	NA	NA	NA	-2.413036354	NA
ENSG00000232650	-4.216640687	NA	NA	NA	NA
ENSG00000232662	NA	NA	NA	-5.304772261	NA
ENSG00000232677	NA	NA	-3.94735	-3.758463533	-13.533503
ENSG00000232682	-2.571498002	NA	NA	NA	NA
ENSG00000232692	-7.72906719	NA	NA	-6.490407048	NA
ENSG00000232694	-7.347926384	NA	NA	NA	NA
ENSG00000232696	2.210032374	NA	NA	NA	NA
ENSG00000232710	-3.696836714	NA	NA	NA	NA
ENSG00000232713	NA	NA	NA	-2.743946569	NA
ENSG00000232729	NA	NA	-4.32756	-4.136770925	-5.367118
ENSG00000232732	-2.119504234	NA	-4.22524	-3.93275383	NA
ENSG00000232739	2.465786398	NA	NA	NA	NA
ENSG00000232742	-2.142055362	NA	NA	-2.738051715	NA
ENSG00000232746	NA	NA	NA	-4.456510761	NA
ENSG00000232750	2.470296223	NA	NA	NA	NA
ENSG00000232754	NA	NA	NA	NA	NA
ENSG00000232756	NA	NA	NA	NA	NA
ENSG00000232757	-3.557353903	NA	NA	NA	NA
ENSG00000232759	-4.405726371	NA	NA	NA	NA
ENSG00000232768	2.47726456	NA	NA	NA	NA
ENSG00000232774	-2.018089506	NA	-4.17873	-3.664488375	NA
ENSG00000232778	2.107687858	NA	NA	NA	NA
ENSG00000232780	-4.139240755	NA	NA	NA	NA
ENSG00000232788	NA	NA	NA	-2.557327636	NA
ENSG00000232801	-5.335613075	NA	NA	NA	NA
ENSG00000232810	-2.011376026	NA	NA	NA	NA
ENSG00000232814	NA	NA	NA	-6.964482389	-6.0620685
ENSG00000232815	-5.252177714	NA	NA	-6.110524355	NA
ENSG00000232824	3.686312862	NA	NA	NA	NA
ENSG00000232828	NA	NA	2.15646	2.3308159	NA
ENSG00000232830	2.502282102	NA	NA	NA	NA
ENSG00000232832	NA	NA	NA	-3.048125656	NA
ENSG00000232833	-2.140675716	NA	NA	NA	NA
ENSG00000232842	-2.864777988	NA	NA	NA	NA
ENSG00000232855	-2.243426982	NA	NA	NA	NA
ENSG00000232860	NA	NA	NA	-2.733118988	NA
ENSG00000232869	NA	NA	NA	NA	NA
ENSG00000232871	NA	NA	-7.44478	-6.066759616	NA
ENSG00000232875	3.998179921	NA	NA	NA	NA
ENSG00000232876	-3.256094083	NA	NA	NA	NA
ENSG00000232878	NA	NA	NA	-4.778084024	NA
ENSG00000232884	NA	NA	NA	NA	NA
ENSG00000232888	NA	NA	NA	-2.889896478	NA
ENSG00000232889	NA	NA	NA	NA	2.3083737
ENSG00000232892	-4.866035651	NA	NA	NA	NA
ENSG00000232894	-4.543304618	NA	NA	NA	NA
ENSG00000232907	NA	NA	-2.12948	NA	NA
ENSG00000232909	-3.409924967	NA	NA	NA	NA
ENSG00000232931	-4.039363766	NA	NA	-5.402033842	NA
ENSG00000232934	-2.476711704	NA	NA	NA	NA
ENSG00000232937	-2.897428236	NA	NA	NA	NA
ENSG00000232940	NA	NA	NA	-3.705823591	NA
ENSG00000232963	3.175825914	NA	NA	NA	NA
ENSG00000232973	3.776349655	NA	4.55776	3.803502953	12.106374
ENSG00000232978	-2.978591672	NA	NA	NA	NA
ENSG00000232993	-9.457118611	NA	NA	NA	NA
ENSG00000232994	4.292934525	NA	NA	NA	NA
ENSG00000232995	-2.358544254	NA	-2.55883	NA	NA
ENSG00000232998	2.602928292	NA	NA	NA	NA
ENSG00000233005	-5.18780933	NA	NA	NA	NA
ENSG00000233008	NA	NA	-4.3429	-3.782614148	NA
ENSG00000233009	-4.83773881	NA	NA	NA	NA
ENSG00000233010	2.928194186	NA	NA	NA	NA
ENSG00000233012	2.045601071	NA	NA	NA	NA
ENSG00000233021	2.364986016	NA	NA	NA	NA
ENSG00000233024	-3.342844428	NA	NA	NA	NA
ENSG00000233029	-4.900036855	NA	NA	NA	NA
ENSG00000233030	-4.835367541	NA	NA	NA	NA
ENSG00000233045	NA	NA	NA	-3.2541983	NA
ENSG00000233048	-6.050078028	NA	NA	NA	NA
ENSG00000233057	-3.472965329	NA	NA	-4.837263703	NA
ENSG00000233060	-2.635332182	NA	NA	NA	NA
ENSG00000233061	NA	NA	NA	-6.170595181	NA
ENSG00000233067	-6.47919183	NA	NA	NA	NA
ENSG00000233070	2.242532813	NA	NA	NA	NA
ENSG00000233072	2.573253757	NA	NA	NA	NA
ENSG00000233075	NA	NA	NA	NA	NA
ENSG00000233077	-2.483783107	NA	NA	NA	NA
ENSG00000233080	-4.084701993	NA	NA	NA	NA
ENSG00000233085	-2.303127722	NA	NA	NA	NA
ENSG00000233087	-3.514063038	NA	NA	-3.904547526	NA
ENSG00000233098	NA	NA	-5.46871	-4.044580935	NA
ENSG00000233099	3.744452142	NA	NA	NA	NA
ENSG00000233110	-2.117504858	NA	NA	NA	NA
ENSG00000233125	-6.507917631	NA	NA	-3.689820006	NA
ENSG00000233144	NA	NA	NA	-3.722986955	NA
ENSG00000233154	NA	NA	-3.76894	-3.239430026	NA
ENSG00000233163	2.210769553	NA	NA	NA	NA
ENSG00000233165	-2.396656652	NA	NA	NA	NA
ENSG00000233172	-3.309516245	NA	NA	NA	NA
ENSG00000233183	-5.616823426	NA	NA	-8.236888124	NA
ENSG00000233184	NA	NA	-3.06797	-2.833362885	-7.1273355
ENSG00000233189	4.076584644	NA	NA	NA	NA
ENSG00000233218	-7.908035185	NA	NA	-10.34454099	-58.90722
ENSG00000233220	NA	NA	NA	-4.172355477	NA
ENSG00000233221	-3.322548681	NA	NA	NA	NA
ENSG00000233223	NA	NA	-2.60921	NA	NA
ENSG00000233232	-4.772829408	NA	NA	NA	NA
ENSG00000233246	NA	NA	NA	-3.685724562	NA
ENSG00000233247	-5.90953748	NA	NA	NA	NA
ENSG00000233251	-2.018872764	NA	-3.9762	-3.516135899	-6.6560416
ENSG00000233266	NA	NA	NA	-3.024189329	NA
ENSG00000233268	2.408388854	NA	NA	NA	NA
ENSG00000233270	-3.329166946	NA	NA	NA	NA
ENSG00000233271	-4.168792449	NA	NA	NA	NA
ENSG00000233276	NA	NA	NA	2.330136681	NA
ENSG00000233280	2.495909079	NA	3.60936	3.844154317	4.082084
ENSG00000233296	NA	NA	NA	-4.940951095	NA
ENSG00000233297	-3.512049362	NA	NA	NA	NA
ENSG00000233325	NA	NA	NA	-79.25652833	NA
ENSG00000233327	-2.420891144	NA	-5.28156	-5.061461118	NA
ENSG00000233328	-8.195123798	NA	NA	NA	NA
ENSG00000233334	2.918207423	NA	NA	NA	NA
ENSG00000233343	2.516694778	NA	NA	NA	NA
ENSG00000233351	-4.151853214	NA	NA	NA	NA
ENSG00000233358	-3.275556398	NA	NA	NA	NA
ENSG00000233360	NA	NA	-4.02174	-3.651819693	NA
ENSG00000233367	3.42132386	NA	NA	NA	NA
ENSG00000233368	NA	NA	-2.30072	NA	NA
ENSG00000233369	NA	NA	NA	NA	NA
ENSG00000233379	-8.196875806	NA	NA	-7.221735165	NA
ENSG00000233380	-3.933500544	NA	NA	-3.33489361	NA
ENSG00000233384	-2.502152039	NA	NA	-3.810725282	NA
ENSG00000233396	NA	NA	NA	-3.156521124	NA
ENSG00000233397	3.452896807	NA	NA	NA	NA
ENSG00000233406	NA	NA	NA	-2.83614658	NA
ENSG00000233411	-2.497669027	NA	NA	NA	NA
ENSG00000233421	NA	NA	NA	NA	NA
ENSG00000233426	NA	NA	NA	NA	2.0884554
ENSG00000233433	-3.635854392	NA	NA	NA	NA
ENSG00000233438	-3.874250225	NA	NA	NA	NA
ENSG00000233448	-3.047069073	NA	NA	NA	NA
ENSG00000233451	-6.086205461	NA	NA	NA	NA
ENSG00000233452	NA	NA	-3.10513	NA	NA
ENSG00000233476	NA	NA	NA	2.161030104	3.507818
ENSG00000233483	-2.327830708	NA	NA	NA	NA
ENSG00000233484	3.124536084	NA	NA	NA	NA
ENSG00000233485	-3.153748219	NA	NA	-4.208367993	NA
ENSG00000233494	NA	NA	NA	NA	9.998347
ENSG00000233501	4.325376243	NA	NA	NA	NA
ENSG00000233509	NA	NA	NA	-3.212427934	NA
ENSG00000233513	NA	NA	NA	NA	NA
ENSG00000233521	NA	NA	NA	NA	NA
ENSG00000233523	-2.835571326	NA	NA	NA	NA
ENSG00000233538	-5.683309376	NA	NA	NA	NA
ENSG00000233539	NA	NA	-2.3209	NA	NA
ENSG00000233542	-4.416276076	NA	NA	NA	NA
ENSG00000233551	3.247202409	NA	NA	NA	NA
ENSG00000233558	-2.441547102	NA	NA	NA	NA
ENSG00000233577	3.402919738	NA	NA	NA	NA
ENSG00000233585	-6.720574373	NA	NA	NA	NA
ENSG00000233586	NA	NA	NA	-3.744210699	NA
ENSG00000233589	3.275790882	NA	NA	NA	NA
ENSG00000233593	-3.542242847	NA	NA	-4.246402878	-8.706782
ENSG00000233607	-2.494235569	NA	NA	NA	NA
ENSG00000233610	2.879634423	NA	2.9469	3.650000257	11.201659
ENSG00000233611	-3.68532193	NA	NA	NA	NA
ENSG00000233620	3.338134389	NA	NA	NA	NA
ENSG00000233622	-2.461551269	NA	NA	-3.638020373	NA
ENSG00000233623	2.986042222	NA	NA	NA	NA
ENSG00000233635	NA	NA	NA	NA	NA
ENSG00000233647	2.474814303	NA	NA	NA	NA
ENSG00000233653	-5.529471477	NA	NA	NA	NA
ENSG00000233654	-5.604449798	NA	NA	NA	NA
ENSG00000233668	2.261859947	NA	NA	NA	NA
ENSG00000233673	NA	NA	NA	-4.049686961	NA
ENSG00000233688	-3.252749141	NA	NA	NA	NA
ENSG00000233690	2.037072695	NA	NA	NA	NA
ENSG00000233695	NA	NA	NA	-4.702298656	NA
ENSG00000233705	-6.521544401	NA	NA	NA	NA
ENSG00000233718	-7.752769944	NA	NA	NA	NA
ENSG00000233723	-3.300635113	NA	NA	NA	NA
ENSG00000233725	NA	NA	NA	-4.539543488	NA
ENSG00000233728	-5.49476192	NA	NA	-4.952635363	NA
ENSG00000233750	-5.423948088	NA	NA	-5.9053414	-4.7744055
ENSG00000233757	2.743606915	NA	NA	2.682789509	2.8660574
ENSG00000233762	-3.226825662	NA	NA	NA	NA
ENSG00000233766	-3.379764411	NA	NA	NA	NA
ENSG00000233783	NA	NA	-6.08885	-4.720957655	NA
ENSG00000233785	NA	NA	NA	-4.193268778	NA
ENSG00000233796	NA	NA	-2.42226	NA	NA
ENSG00000233806	-2.833104183	NA	NA	NA	NA
ENSG00000233812	-3.440173561	NA	NA	-4.361747528	NA
ENSG00000233818	-6.902129138	NA	NA	NA	NA
ENSG00000233820	-4.354335229	NA	NA	NA	NA
ENSG00000233829	2.180004528	NA	NA	NA	NA
ENSG00000233830	NA	NA	2.93447	2.793330409	3.9411156
ENSG00000233834	-4.91477784	NA	NA	-4.501696441	NA
ENSG00000233836	-2.431642212	NA	NA	NA	NA
ENSG00000233844	2.167644274	NA	NA	-3.815948514	NA
ENSG00000233847	NA	NA	NA	NA	NA
ENSG00000233851	2.453201396	NA	NA	NA	NA
ENSG00000233859	-5.884408523	NA	NA	NA	NA
ENSG00000233862	-5.470980708	NA	NA	-8.021882693	NA
ENSG00000233863	3.200872166	NA	NA	NA	NA
ENSG00000233864	NA	NA	NA	NA	4.355764
ENSG00000233875	-3.718170146	NA	NA	-3.437860034	NA
ENSG00000233877	3.157428834	NA	NA	NA	NA
ENSG00000233887	NA	NA	NA	NA	NA
ENSG00000233895	-2.305988389	NA	NA	NA	NA
ENSG00000233896	-4.911209207	NA	NA	NA	NA
ENSG00000233899	-2.49589726	NA	NA	-4.285470144	NA
ENSG00000233901	-4.015125515	NA	NA	-3.102168512	NA
ENSG00000233902	-5.570983693	NA	NA	NA	NA
ENSG00000233903	NA	NA	NA	-2.283511847	NA
ENSG00000233907	NA	NA	NA	NA	NA
ENSG00000233912	NA	NA	NA	-2.504418125	NA
ENSG00000233913	-4.903418687	NA	NA	NA	NA
ENSG00000233916	NA	NA	NA	-2.773767741	NA
ENSG00000233922	-3.539319983	NA	NA	NA	NA
ENSG00000233924	2.832741267	NA	NA	NA	NA
ENSG00000233930	NA	NA	NA	NA	NA
ENSG00000233954	-7.386295466	NA	NA	-5.739996011	NA
ENSG00000233956	2.479187395	NA	NA	NA	NA
ENSG00000233961	-4.153670581	NA	NA	-3.916344723	-11.319727
ENSG00000233966	NA	NA	NA	3.342447118	NA
ENSG00000233967	-2.412551871	NA	NA	-3.814510115	NA
ENSG00000233968	-4.990499142	NA	NA	NA	NA
ENSG00000233979	2.745495686	NA	NA	NA	NA
ENSG00000234006	NA	NA	NA	-2.214471786	NA
ENSG00000234009	-7.989505873	NA	NA	NA	NA
ENSG00000234011	-5.403231374	NA	NA	NA	NA
ENSG00000234025	4.053102733	NA	NA	NA	NA
ENSG00000234028	-2.109352143	NA	NA	NA	NA
ENSG00000234031	2.296895068	NA	NA	NA	NA
ENSG00000234036	2.872334846	NA	NA	NA	NA
ENSG00000234041	3.605873435	NA	NA	NA	NA
ENSG00000234042	-3.646902367	NA	NA	-5.211655332	NA
ENSG00000234059	-6.698646865	NA	NA	NA	NA
ENSG00000234060	3.018732089	NA	NA	NA	NA
ENSG00000234062	-2.836616093	NA	-4.99608	-4.718294881	NA
ENSG00000234072	-2.92497721	NA	-4.05581	-3.349254521	-9.807367
ENSG00000234076	-2.915361445	NA	NA	NA	NA
ENSG00000234083	NA	NA	NA	NA	NA
ENSG00000234086	-3.020809414	NA	NA	-4.66618456	NA
ENSG00000234106	-2.701661636	NA	NA	NA	NA
ENSG00000234144	2.937112736	NA	NA	NA	NA
ENSG00000234147	-5.367389774	NA	NA	NA	NA
ENSG00000234159	2.414626839	NA	NA	NA	NA
ENSG00000234167	2.217432527	NA	NA	NA	NA
ENSG00000234188	NA	NA	NA	NA	NA
ENSG00000234193	2.832337682	NA	NA	NA	NA
ENSG00000234199	-2.08069083	NA	NA	-2.348748574	NA
ENSG00000234202	2.910452483	NA	NA	NA	NA
ENSG00000234203	NA	NA	-2.21463	NA	NA
ENSG00000234211	-5.578197008	NA	NA	NA	NA
ENSG00000234215	-3.251136835	NA	NA	-3.420890085	NA
ENSG00000234222	NA	NA	-7.37611	-7.11026864	-12.662306
ENSG00000234225	NA	NA	NA	-4.759034588	NA
ENSG00000234229	-3.387552376	NA	NA	-4.058817685	NA
ENSG00000234241	-5.959154712	NA	NA	NA	NA
ENSG00000234252	NA	NA	NA	-6.096405172	NA
ENSG00000234257	2.591865317	NA	NA	NA	NA
ENSG00000234261	-4.431766639	NA	NA	NA	NA
ENSG00000234264	2.777899266	NA	NA	NA	NA
ENSG00000234272	2.173807125	NA	NA	NA	NA
ENSG00000234283	-2.935001568	NA	NA	NA	NA
ENSG00000234287	-5.858752723	NA	NA	NA	NA
ENSG00000234289	-3.149410441	NA	NA	-2.911491999	NA
ENSG00000234290	-2.997232849	NA	NA	NA	NA
ENSG00000234318	-4.069312502	NA	NA	NA	NA
ENSG00000234320	-4.380871332	NA	NA	-3.933605624	NA
ENSG00000234323	-2.079627707	NA	-4.73329	-3.677669358	NA
ENSG00000234335	-4.251334149	NA	NA	NA	NA
ENSG00000234336	NA	NA	NA	-3.40216041	NA
ENSG00000234338	NA	NA	NA	-2.648636528	NA
ENSG00000234350	NA	NA	NA	NA	NA
ENSG00000234352	-6.849629943	NA	NA	NA	NA
ENSG00000234353	-3.743159325	NA	NA	NA	NA
ENSG00000234358	2.956260569	NA	NA	NA	NA
ENSG00000234361	3.931382195	NA	NA	NA	NA
ENSG00000234367	-4.878426516	NA	NA	NA	NA
ENSG00000234369	3.074907609	NA	NA	NA	NA
ENSG00000234371	-4.889098659	NA	-8.55895	-7.0278596	-7.471405
ENSG00000234380	-3.490464446	NA	NA	-4.105105498	NA
ENSG00000234423	-3.914522408	NA	NA	NA	NA
ENSG00000234425	-9.677689433	NA	NA	NA	NA
ENSG00000234426	NA	NA	NA	NA	NA
ENSG00000234428	2.627605097	NA	NA	NA	NA
ENSG00000234431	NA	NA	-3.00184	-2.741995812	NA
ENSG00000234449	NA	NA	-2.81466	-2.446110856	NA
ENSG00000234450	-3.394529111	NA	NA	NA	NA
ENSG00000234459	-2.231788975	NA	NA	NA	NA
ENSG00000234465	3.237068266	NA	3.93405	4.552909726	20.174295
ENSG00000234477	-7.918320598	NA	NA	NA	NA
ENSG00000234482	-5.550593356	NA	NA	-4.949422629	NA
ENSG00000234492	NA	NA	-4.30493	-3.8681405	NA
ENSG00000234500	-2.840371461	NA	NA	NA	NA
ENSG00000234502	-4.888848075	NA	NA	NA	NA
ENSG00000234509	-2.882712358	NA	NA	-4.934854028	NA
ENSG00000234511	-5.492568734	NA	NA	NA	NA
ENSG00000234518	-6.243816811	NA	NA	-3.35170276	NA
ENSG00000234520	NA	NA	NA	-2.379364248	NA
ENSG00000234527	-5.1442382	NA	NA	NA	NA
ENSG00000234536	NA	NA	NA	-3.283372174	NA
ENSG00000234553	NA	NA	NA	NA	NA
ENSG00000234562	2.41623195	NA	NA	NA	NA
ENSG00000234571	-2.713794484	NA	NA	NA	NA
ENSG00000234578	3.240142707	NA	NA	NA	NA
ENSG00000234585	-2.243358946	NA	-3.32528	-3.116456984	NA
ENSG00000234589	-5.096889966	NA	NA	-3.516409437	NA
ENSG00000234597	NA	NA	NA	-4.98340561	NA
ENSG00000234602	-5.402720776	NA	NA	-4.703708234	NA
ENSG00000234614	NA	NA	NA	NA	3.7264304
ENSG00000234619	2.717714112	NA	NA	NA	NA
ENSG00000234624	4.453708131	NA	NA	NA	NA
ENSG00000234626	-5.076397223	NA	NA	NA	NA
ENSG00000234630	-4.079023098	NA	NA	NA	NA
ENSG00000234631	NA	NA	NA	-15.00975152	NA
ENSG00000234635	NA	NA	-3.074	-2.69014802	-6.2796893
ENSG00000234646	2.098986314	NA	NA	NA	NA
ENSG00000234661	NA	NA	NA	-3.672784388	NA
ENSG00000234663	-2.612161091	NA	NA	-5.102352593	NA
ENSG00000234664	NA	NA	NA	NA	NA
ENSG00000234678	NA	NA	NA	-3.656625803	NA
ENSG00000234690	-5.698563698	-5.587489921	NA	NA	NA
ENSG00000234694	-2.267266249	NA	NA	-3.363990633	NA
ENSG00000234705	-4.532406927	NA	NA	-3.194598987	NA
ENSG00000234715	-5.083333866	NA	NA	NA	NA
ENSG00000234719	-3.214459428	NA	-3.04394	NA	NA
ENSG00000234722	-8.588756549	NA	NA	-7.012853568	NA
ENSG00000234740	2.336161666	NA	NA	NA	NA
ENSG00000234742	NA	NA	NA	-3.684392133	NA
ENSG00000234745	-4.541418017	-4.544040075	-6.25185	-5.323360435	NA
ENSG00000234753	NA	NA	NA	NA	NA
ENSG00000234756	-5.220263544	NA	NA	NA	NA
ENSG00000234758	-2.760000668	NA	NA	NA	NA
ENSG00000234766	NA	NA	NA	NA	NA
ENSG00000234768	-7.205872698	NA	NA	NA	NA
ENSG00000234769	-3.494419402	NA	-3.03164	-2.778834061	NA
ENSG00000234771	-4.189249052	NA	NA	-4.887740163	NA
ENSG00000234772	NA	NA	NA	-3.244728784	NA
ENSG00000234781	-4.535551655	NA	NA	NA	NA
ENSG00000234782	-6.400193627	NA	NA	-4.377614176	NA
ENSG00000234784	3.164459073	NA	NA	NA	NA
ENSG00000234788	2.369158721	NA	NA	NA	NA
ENSG00000234793	NA	NA	NA	NA	NA
ENSG00000234797	NA	NA	NA	4.837857127	11.9702215
ENSG00000234810	-5.188036958	NA	NA	NA	NA
ENSG00000234814	NA	NA	-4.25239	-3.692579616	NA
ENSG00000234818	NA	NA	NA	-3.974991165	NA
ENSG00000234825	-5.605377623	NA	NA	NA	NA
ENSG00000234828	-5.666440584	NA	NA	NA	NA
ENSG00000234840	-2.76728647	NA	NA	NA	NA
ENSG00000234848	-2.031813082	NA	NA	NA	NA
ENSG00000234851	NA	NA	NA	8.305577555	125.36669
ENSG00000234869	-3.392828423	NA	NA	NA	NA
ENSG00000234871	-2.842769887	NA	NA	NA	NA
ENSG00000234882	-2.485888043	NA	NA	NA	NA
ENSG00000234883	NA	NA	-2.52212	NA	NA
ENSG00000234899	-6.936713191	-6.95231352	NA	-4.099593144	NA
ENSG00000234902	-4.10809674	NA	NA	NA	NA
ENSG00000234906	-2.690809566	NA	-3.69724	NA	NA
ENSG00000234911	-4.472421264	NA	NA	NA	NA
ENSG00000234912	-2.655453865	NA	-2.69762	-2.48956199	NA
ENSG00000234913	-2.714884799	NA	NA	NA	NA
ENSG00000234928	-2.482637677	NA	NA	NA	NA
ENSG00000234933	2.915568801	NA	NA	NA	NA
ENSG00000234936	NA	NA	NA	-4.818728814	-9.82705
ENSG00000234943	3.366983854	NA	NA	NA	NA
ENSG00000234945	NA	NA	-2.14469	-2.009418467	-4.026199
ENSG00000234946	2.357426158	NA	NA	NA	NA
ENSG00000234948	-4.496359967	NA	NA	NA	NA
ENSG00000234962	-4.398184559	NA	NA	NA	NA
ENSG00000234964	NA	NA	NA	NA	13.832353
ENSG00000234969	-2.577992986	NA	NA	NA	NA
ENSG00000234972	-3.081089893	NA	NA	NA	NA
ENSG00000234975	-5.366938566	NA	NA	NA	NA
ENSG00000234978	NA	NA	-3.28332	-2.910789323	NA
ENSG00000234982	2.580695624	NA	NA	NA	NA
ENSG00000234995	2.330583757	NA	NA	NA	NA
ENSG00000234997	NA	NA	NA	-4.54658776	NA
ENSG00000234999	2.363559909	NA	NA	NA	NA
ENSG00000235001	-6.578316259	NA	NA	NA	NA
ENSG00000235016	NA	NA	-3.21255	-3.043360016	-5.9593983
ENSG00000235024	-2.037659011	NA	NA	NA	NA
ENSG00000235026	-7.233116976	NA	NA	-4.947938011	NA
ENSG00000235032	-5.976047848	NA	NA	NA	NA
ENSG00000235033	NA	NA	NA	-5.645028028	NA
ENSG00000235043	NA	NA	NA	4.666628756	29.50246
ENSG00000235064	-4.077059368	NA	NA	NA	NA
ENSG00000235065	-5.698040214	NA	NA	-3.445413957	NA
ENSG00000235081	-3.050269342	NA	NA	NA	NA
ENSG00000235082	2.615014825	NA	NA	NA	NA
ENSG00000235088	2.247895295	NA	NA	NA	NA
ENSG00000235091	-5.930350663	NA	NA	NA	NA
ENSG00000235106	NA	NA	NA	NA	3.4585407
ENSG00000235117	NA	NA	NA	-4.822064164	NA
ENSG00000235118	NA	NA	NA	-6.174115495	NA
ENSG00000235128	NA	NA	NA	-2.7241249	NA
ENSG00000235129	2.505051198	NA	NA	NA	NA
ENSG00000235141	4.207346823	NA	NA	NA	NA
ENSG00000235146	-3.712216146	NA	NA	NA	NA
ENSG00000235159	NA	NA	NA	-4.273131289	NA
ENSG00000235162	NA	NA	2.77922	3.167141374	8.948889
ENSG00000235167	-2.389115872	NA	NA	NA	NA
ENSG00000235183	2.122086237	NA	NA	NA	NA
ENSG00000235192	NA	NA	NA	-2.091547143	NA
ENSG00000235204	NA	NA	NA	-2.865030917	NA
ENSG00000235214	-3.034888149	NA	NA	NA	NA
ENSG00000235225	-3.653536682	NA	NA	NA	-6.371804
ENSG00000235231	-2.623707694	NA	NA	NA	NA
ENSG00000235236	NA	NA	-3.34913	-3.218459914	-5.7067556
ENSG00000235238	-5.948834039	NA	NA	NA	NA
ENSG00000235241	NA	NA	-2.13736	NA	NA
ENSG00000235244	NA	NA	NA	-4.035866036	NA
ENSG00000235246	2.464194687	NA	NA	NA	NA
ENSG00000235249	-4.254755004	NA	NA	NA	NA
ENSG00000235251	2.67303816	NA	NA	NA	NA
ENSG00000235253	3.649487258	NA	NA	NA	NA
ENSG00000235257	-2.306428417	NA	NA	NA	NA
ENSG00000235272	3.249084757	NA	NA	NA	2.9729152
ENSG00000235279	3.969522986	NA	NA	NA	NA
ENSG00000235280	-3.775217034	NA	NA	-3.782724901	NA
ENSG00000235286	2.774736939	NA	NA	NA	NA
ENSG00000235288	-3.33267413	NA	NA	NA	NA
ENSG00000235290	NA	NA	NA	NA	NA
ENSG00000235298	NA	NA	NA	NA	NA
ENSG00000235299	2.288814079	NA	NA	NA	NA
ENSG00000235301	2.116404809	NA	NA	NA	NA
ENSG00000235313	NA	NA	NA	-3.327512511	NA
ENSG00000235314	-2.863429801	NA	-3.6105	-3.339420489	-10.121986
ENSG00000235328	3.351683501	NA	NA	NA	NA
ENSG00000235333	-3.406204255	NA	NA	NA	NA
ENSG00000235344	2.425151859	NA	NA	NA	NA
ENSG00000235354	NA	NA	NA	NA	2.3007762
ENSG00000235355	-4.816400104	NA	NA	-4.150522033	NA
ENSG00000235361	2.000114303	NA	NA	NA	NA
ENSG00000235369	2.154400673	NA	NA	NA	NA
ENSG00000235370	NA	NA	NA	NA	NA
ENSG00000235373	-3.042700815	NA	NA	-3.36345385	NA
ENSG00000235376	-4.127313299	NA	NA	NA	NA
ENSG00000235385	-4.078943983	NA	NA	-4.18237675	NA
ENSG00000235422	2.685397183	NA	NA	NA	NA
ENSG00000235436	NA	NA	-4.20094	-3.939621275	-15.344199
ENSG00000235437	NA	NA	-3.52431	-2.90830619	NA
ENSG00000235440	2.065438172	NA	NA	NA	NA
ENSG00000235448	3.241118235	3.244655016	NA	NA	NA
ENSG00000235449	2.706171469	NA	NA	NA	NA
ENSG00000235450	-6.852870756	NA	NA	NA	NA
ENSG00000235459	NA	NA	NA	-2.749080935	NA
ENSG00000235472	-2.970343304	NA	NA	NA	NA
ENSG00000235475	-2.519288571	NA	NA	-3.638444059	NA
ENSG00000235481	NA	NA	NA	-3.722163304	NA
ENSG00000235482	-2.912702432	NA	NA	NA	NA
ENSG00000235493	-5.409641686	NA	NA	-5.413037081	NA
ENSG00000235495	2.133050523	NA	NA	4.307142191	5.48363
ENSG00000235501	NA	NA	-2.20973	NA	NA
ENSG00000235505	-7.999190792	NA	NA	NA	NA
ENSG00000235508	-3.165585003	NA	NA	NA	NA
ENSG00000235512	2.241450494	NA	NA	NA	NA
ENSG00000235514	2.783287883	NA	NA	NA	NA
ENSG00000235527	-2.570565933	NA	NA	-3.906889225	NA
ENSG00000235530	NA	NA	NA	-2.604695745	NA
ENSG00000235545	NA	NA	NA	-2.275440616	NA
ENSG00000235552	NA	NA	NA	6.212995397	27.704346
ENSG00000235554	-4.968518674	NA	NA	NA	NA
ENSG00000235559	-4.959555993	NA	NA	-4.572267258	NA
ENSG00000235565	-3.403915994	NA	NA	NA	NA
ENSG00000235568	-8.336060159	NA	NA	-8.840937522	NA
